judge_model,interpretations_model,methode,song,halluzination_score,tiefe_score,beste_interpretation
deepseek,openai,standard,Es geht mir gut - Westernhagen (1994),3.4,4.2,3
deepseek,deepseek,standard,Thank Me Now - Drake (2010),3.2,2.8,4
deepseek,deepseek,standard,Before You Leave - Kurt Nilsen (2004),4.8,3.8,3
deepseek,llama,standard,"Stay (Far Away, So Close) - Gregorian (2012)",3.4,3.2,1
deepseek,llama,standard,Got To Give It Up - Marvin Gaye (1977),3.2,3.0,5
deepseek,deepseek,standard,Wait - Martin Jensen feat. Loote (2017),4.6,3.4,2
deepseek,deepseek,standard,Skipping Like A Stone - The Chemical Brothers feat. Beck (2023),4.6,4.0,5
deepseek,llama,standard,Worth It All - Jay Sean (2013),4.4,3.6,3
deepseek,llama,standard,You Know I Miss You - Fats Domino (1952),3.2,3.0,3
deepseek,llama,standard,Dance Dance Dance - Arabesque (1983),4.6,3.4,4
deepseek,llama,standard,'Til My Back Ain't Got No Bone - Tom Jones (2015),3.4,3.2,4
deepseek,llama,standard,I Can't Stand The Rain - Seal (2008),5.0,4.0,3
deepseek,openai,standard,Without Love - Dina Carroll (1999),4.0,4.0,3
deepseek,llama,standard,Pay The Man - The Offspring (1998),4.4,3.8,3
deepseek,openai,standard,Ride It - Jay Sean (2007),3.4,3.8,4
deepseek,deepseek,standard,Spirits' Masquerade - Leaves' Eyes (2011),3.8,3.8,5
deepseek,openai,standard,Dick and Jane - Bobby Vinton (1974),3.4,4.0,3
deepseek,deepseek,standard,'Til My Back Ain't Got No Bone - Tom Jones (2015),4.6,3.6,"[3, 5]"
deepseek,openai,standard,You Know I Miss You - Fats Domino (1952),2.8,3.6,1
deepseek,deepseek,standard,Somewhere My Love - Roger Whittaker (1982),4.4,3.4,3
deepseek,llama,standard,Leg die Knarre weg - Udo Jürgens (1958),2.6,3.4,5
deepseek,llama,standard,Let's Get Together Soon - Dusty Springfield (1970),4.2,3.8,4
deepseek,llama,standard,Jekyll And Hyde - Judas Priest (2001),5.0,3.4,"[4, 5]"
deepseek,openai,standard,Argue - Matchbox 20 (1996),4.0,3.8,4
deepseek,llama,standard,Time Immemorial - Crowded House (1990),5.0,4.0,2
deepseek,deepseek,standard,Funny How Time Slips Away - Wanda Jackson (1963),2.4,3.0,1
deepseek,deepseek,standard,Uns geht's gut - And One (1997),3.2,3.6,2
deepseek,deepseek,standard,Ein Haus aus den Knochen von Cary Grant - Foyer Des Arts (1984),2.4,3.4,2
deepseek,llama,standard,Welcome to the Big Room - Neil Young (2015),4.2,3.8,3
deepseek,deepseek,standard,Ein Festival der Liebe - Jürgen Marcus (1972),3.6,3.2,4
deepseek,llama,standard,Here I Go Again - Blue System (1995),3.2,2.8,5
deepseek,deepseek,standard,Home - Birdy (2013),2.4,3.0,3
deepseek,deepseek,standard,Sing to Me Mr. C - Perry Como (1962),3.2,3.2,4
deepseek,llama,standard,Blessed Assurance - Burl Ives (1950),5.0,4.0,4
deepseek,llama,standard,Mama Told Me Not To Come - Wilson Pickett (1971),4.2,3.6,3
deepseek,openai,standard,Jekyll And Hyde - Judas Priest (2001),4.2,4.4,5
deepseek,openai,standard,I Cried for You - Ray Charles (1964),2.8,4.0,3
deepseek,openai,standard,One Day Tomorrow - Edgar Winter (1975),3.4,3.8,3
deepseek,llama,standard,One Day Tomorrow - Edgar Winter (1975),4.8,3.4,4
deepseek,llama,standard,Uns geht's gut - And One (1997),4.6,4.2,"[1, 4]"
deepseek,openai,standard,They Only Come Out At Night - Lordi (2006),4.2,4.2,1
deepseek,openai,standard,Peggy's Kitchen Wall - Bruce Cockburn (1984),4.6,4.6,5
deepseek,deepseek,standard,Assistant's Cry - Yello (1980),2.8,3.2,3
deepseek,openai,standard,Drunk On Love - Basia (1994),3.4,4.0,5
deepseek,deepseek,standard,Es geht mir gut - Westernhagen (1994),4.2,3.6,"[2, 3]"
deepseek,llama,standard,The Time Of The Turning (Reprise) / The Weavers Reel - Peter Gabriel (2000),4.6,3.8,"[1, 4]"
deepseek,openai,standard,Timeless - Drunken Tiger feat. BTS (2018),4.2,4.0,5
deepseek,llama,standard,Teach Me Tonight - Neil Diamond (1988),3.6,3.6,5
deepseek,llama,standard,Sauerkrautpolka - Gus Backus (1961),4.2,3.4,4
deepseek,deepseek,standard,Everybody's Got Something To Hide Except Me And My Monkey - The Beatles (1968),1.8,3.4,4
deepseek,openai,standard,Teach Me Tonight - Neil Diamond (1988),4.2,4.4,"[3, 5]"
deepseek,deepseek,standard,Heart of Stone - The Platters (1956),3.2,3.2,3
deepseek,openai,standard,Light My Fire - Bananafishbones (2002),2.4,3.4,1
deepseek,openai,standard,The World Is Waiting For Sunrise - Les Paul & Mary Ford (1951),3.4,3.6,3
deepseek,deepseek,standard,Hold Me - Brenda Lee (1961),3.2,3.2,3
deepseek,deepseek,standard,Where Do We Go From Here - Charles & Eddie (1992),4.4,3.6,4
deepseek,openai,standard,Where Do We Go From Here - Charles & Eddie (1992),4.4,4.0,5
deepseek,deepseek,standard,Heavens Rain - Uriah Heep (2008),5.0,3.4,4
deepseek,llama,standard,Clues - Godley & Creme (1979),3.4,3.8,3
deepseek,deepseek,standard,Smoke Dreams - k.d. lang (1997),4.8,3.4,4
deepseek,llama,standard,You Are The Reason - Air Supply (2001),2.8,3.4,5
deepseek,llama,standard,Sternengold und Silbermond - Peter Alexander (1962),4.2,3.4,2
deepseek,deepseek,standard,Teach Me Tonight - Neil Diamond (1988),3.8,3.6,"[3, 5]"
deepseek,llama,standard,"My Life - Nat ""King"" Cole (1960)",4.6,3.8,3
deepseek,deepseek,standard,Planetarium - Covenant (1997),3.2,3.6,2
deepseek,llama,standard,I Know - Vanilla Ninja (2005),4.0,3.8,1
deepseek,openai,standard,Eye Of The Storm - Pseudo Echo (1989),4.6,4.8,"[1, 2, 3, 4]"
deepseek,openai,standard,Ship Of Fools - World Party (1987),3.2,3.4,4
deepseek,deepseek,standard,See Emily Play - Pink Floyd (1967),3.0,3.4,1
deepseek,openai,standard,Scratch My Back - Slade (1976),3.4,3.6,4
deepseek,deepseek,standard,Mama Told Me Not To Come - Wilson Pickett (1971),2.8,2.8,5
deepseek,llama,standard,Battles - In Flames (2016),4.4,3.8,3
deepseek,llama,standard,Dance Only With Me - Perry Como (1958),3.8,3.4,4
deepseek,deepseek,standard,Into The Blue - Rooney (2010),3.8,3.2,4
deepseek,llama,standard,Best Night - Justice Crew (2012),3.6,2.8,1
deepseek,llama,standard,Do You Remember - Jay Sean feat. Sean Paul & Lil Jon (2009),3.0,3.0,2
deepseek,deepseek,standard,The Time Of The Turning (Reprise) / The Weavers Reel - Peter Gabriel (2000),4.2,3.6,3
deepseek,openai,standard,Heart of Stone - The Platters (1956),4.4,3.6,2
deepseek,openai,standard,Somewhere My Love - Roger Whittaker (1982),4.8,4.8,"[1, 2, 3, 5]"
deepseek,llama,standard,Home - Birdy (2013),4.8,3.4,4
deepseek,deepseek,standard,Leg die Knarre weg - Udo Jürgens (1958),3.4,3.4,1
deepseek,deepseek,standard,Streets of Fear - Hawkwind (1981),3.8,3.8,3
deepseek,openai,standard,Dance Dance Dance - Arabesque (1983),4.0,4.2,4
deepseek,llama,standard,Number One - Laid Back (2019),3.2,3.4,3
deepseek,openai,standard,The Time Of The Turning (Reprise) / The Weavers Reel - Peter Gabriel (2000),3.2,3.6,3
deepseek,llama,standard,Du fehlst - Die Toten Hosen (2012),4.8,3.6,2
deepseek,openai,standard,4:am Forever - Lostprophets (2006),4.8,3.8,5
deepseek,llama,standard,"Get In, Fit In - Ciara (2007)",2.8,3.2,2
deepseek,deepseek,standard,Eye Of The Storm - Pseudo Echo (1989),4.8,3.6,"[1, 4, 5]"
deepseek,llama,standard,Funny How Time Slips Away - Wanda Jackson (1963),4.0,3.8,4
deepseek,deepseek,standard,I Know - Vanilla Ninja (2005),5.0,3.2,2
deepseek,llama,standard,The World Is Waiting For Sunrise - Les Paul & Mary Ford (1951),4.2,3.4,4
deepseek,openai,standard,Into The Blue - Rooney (2010),3.0,4.0,4
deepseek,openai,standard,Fellow Hoodlums - Deacon Blue (1991),3.2,3.6,3
deepseek,openai,standard,Spirits' Masquerade - Leaves' Eyes (2011),3.6,3.6,3
deepseek,openai,standard,You Are The Reason - Air Supply (2001),2.8,4.0,5
deepseek,openai,standard,Ein Festival der Liebe - Jürgen Marcus (1972),3.6,3.4,5
deepseek,openai,standard,Time Immemorial - Crowded House (1990),2.8,3.6,3
deepseek,openai,standard,Yesterday When I Was Young - Charles Aznavour (1969),5.0,4.2,5
deepseek,openai,standard,From Small Things (Big Things One Day Come) - Bruce Springsteen (2003),2.4,3.6,3
deepseek,deepseek,standard,Coffee - Kelly Rowland (2020),4.2,3.4,5
deepseek,deepseek,standard,I Can't Stand The Rain - Seal (2008),4.0,3.6,3
deepseek,openai,standard,You Belong To Me - Rick Astley (2005),4.2,3.8,4
deepseek,llama,standard,Before You Leave - Kurt Nilsen (2004),4.6,3.4,3
deepseek,openai,standard,Worth It All - Jay Sean (2013),4.4,4.4,"[1, 5]"
deepseek,deepseek,standard,Clues - Godley & Creme (1979),2.8,3.4,2
deepseek,deepseek,standard,Easy (Switch Screens) - Son Lux feat. Lorde (2014),3.8,3.2,1
deepseek,openai,standard,Battles - In Flames (2016),3.0,3.6,5
deepseek,deepseek,standard,Drunk On Love - Basia (1994),4.2,3.2,"[1, 3]"
deepseek,llama,standard,I Cried for You - Ray Charles (1964),3.6,3.4,4
deepseek,openai,standard,Thank Me Now - Drake (2010),3.6,4.0,4
deepseek,openai,standard,"Stay (Far Away, So Close) - Gregorian (2012)",5.0,4.2,5
deepseek,deepseek,standard,Circus Of Death - Project Pitchfork (1993),2.8,3.0,4
deepseek,llama,standard,Smoke Dreams - k.d. lang (1997),4.2,3.8,1
deepseek,llama,standard,Sie - Manfred Mann (1964),2.6,3.2,5
deepseek,openai,standard,Welcome to the Big Room - Neil Young (2015),3.0,3.6,2
deepseek,llama,standard,Spirits' Masquerade - Leaves' Eyes (2011),3.4,3.6,5
deepseek,openai,standard,Sing to Me Mr. C - Perry Como (1962),3.0,3.8,4
deepseek,openai,standard,"Ich will – ich kann, I can – I will - Udo Jürgens (1986)",4.6,4.0,5
deepseek,openai,standard,On the Sunny Side of the Street / Exactly Like You - Louis Prima (1957),2.6,3.6,3
deepseek,llama,standard,"Turn, Turn, Turn - The Simon Sisters (1966)",4.2,3.6,"[2, 3]"
deepseek,llama,standard,Everybody's Got Something To Hide Except Me And My Monkey - The Beatles (1968),3.2,3.6,4
deepseek,deepseek,standard,Yesterday When I Was Young - Charles Aznavour (1969),4.4,2.8,5
deepseek,llama,standard,The Flat Foot Floogee - Louis Armstrong (1954),3.2,3.6,5
deepseek,deepseek,standard,Without Love - Dina Carroll (1999),4.6,3.2,3
deepseek,openai,standard,Clues - Godley & Creme (1979),5.0,4.6,"[4, 5]"
deepseek,deepseek,standard,Arschgesicht - Udo Lindenberg (1996),4.4,3.8,4
deepseek,llama,standard,Planetarium - Covenant (1997),2.8,3.6,4
deepseek,llama,standard,Easy (Switch Screens) - Son Lux feat. Lorde (2014),2.4,3.2,"[1, 4]"
deepseek,openai,standard,All That Meat and Potatoes - Louis Armstrong (1955),2.4,3.8,2
deepseek,deepseek,standard,Pay The Man - The Offspring (1998),3.0,3.4,3
deepseek,openai,standard,Leg die Knarre weg - Udo Jürgens (1958),3.0,3.2,4
deepseek,openai,standard,I Can't Stand The Rain - Seal (2008),4.0,3.4,5
deepseek,llama,standard,Breakout - Beverley Knight (2009),4.0,3.4,1
deepseek,deepseek,standard,Blessed Assurance - Burl Ives (1950),4.2,3.0,3
deepseek,deepseek,standard,One More Time - Robin Schulz & Felix Jaehn feat. Alida (2021),2.8,3.4,2
deepseek,llama,standard,Hold Me - Brenda Lee (1961),3.8,3.4,5
deepseek,deepseek,standard,Sleepy Time Gal - Bing Crosby (1953),4.0,3.4,3
deepseek,deepseek,standard,Jekyll And Hyde - Judas Priest (2001),4.6,3.0,3
deepseek,openai,standard,Pay The Man - The Offspring (1998),3.0,3.8,5
deepseek,llama,standard,That Old Black Magic - Sam The Sham & The Pharaohs (1965),4.0,3.6,1
deepseek,deepseek,standard,The World Is Waiting For Sunrise - Les Paul & Mary Ford (1951),3.0,3.4,5
deepseek,llama,standard,On the Sunny Side of the Street / Exactly Like You - Louis Prima (1957),3.2,3.0,4
deepseek,deepseek,standard,A Reason - Circ (2004),4.4,3.8,4
deepseek,deepseek,standard,Ride It - Jay Sean (2007),3.2,2.8,3
deepseek,openai,standard,One More Time - Robin Schulz & Felix Jaehn feat. Alida (2021),3.6,3.6,"[1, 2, 5]"
deepseek,openai,standard,A Reason - Circ (2004),4.0,3.8,5
deepseek,deepseek,standard,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),2.8,3.0,3
deepseek,deepseek,standard,Sie - Manfred Mann (1964),2.6,3.2,5
deepseek,openai,standard,That Old Black Magic - Sam The Sham & The Pharaohs (1965),4.2,4.0,2
deepseek,llama,standard,Arschgesicht - Udo Lindenberg (1996),4.4,3.8,3
deepseek,deepseek,standard,Sea Song - Tears For Fears (1985),3.6,2.8,3
deepseek,deepseek,standard,That Old Black Magic - Sam The Sham & The Pharaohs (1965),4.6,3.8,"[2, 4, 5]"
deepseek,deepseek,standard,I Had This Thing - Röyksopp feat. Jamie Irrepressible (2014),3.6,3.6,1
deepseek,deepseek,standard,Dance Only With Me - Perry Como (1958),3.0,3.0,3
deepseek,deepseek,standard,Dance Dance Dance - Arabesque (1983),3.2,3.0,3
deepseek,openai,standard,Sauerkrautpolka - Gus Backus (1961),2.8,3.6,3
deepseek,openai,standard,See Emily Play - Pink Floyd (1967),2.2,3.8,4
deepseek,llama,standard,Ein Festival der Liebe - Jürgen Marcus (1972),4.8,3.6,5
deepseek,deepseek,standard,You Are The Reason - Air Supply (2001),3.6,3.6,2
deepseek,llama,standard,"Reise, Reise - Rammstein (2004)",3.6,3.6,4
deepseek,deepseek,standard,Argue - Matchbox 20 (1996),3.8,3.0,5
deepseek,llama,standard,Ein Haus aus den Knochen von Cary Grant - Foyer Des Arts (1984),3.2,3.4,4
deepseek,deepseek,standard,Sauerkrautpolka - Gus Backus (1961),2.8,3.2,5
deepseek,deepseek,standard,Got To Give It Up - Marvin Gaye (1977),2.4,3.4,3
deepseek,openai,standard,Ein Haus aus den Knochen von Cary Grant - Foyer Des Arts (1984),2.8,4.0,4
deepseek,openai,standard,Smoke Dreams - k.d. lang (1997),4.8,5.0,3
deepseek,openai,standard,Got To Give It Up - Marvin Gaye (1977),2.4,3.2,3
deepseek,llama,standard,You Belong To Me - Rick Astley (2005),4.2,3.6,1
deepseek,llama,standard,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),3.4,3.2,4
deepseek,openai,standard,Ale Ale - Capital Bra (2023),3.0,3.8,1
deepseek,openai,standard,Wahre Liebe - Westernhagen (2014),4.2,4.0,1
deepseek,deepseek,standard,Sternengold und Silbermond - Peter Alexander (1962),3.0,3.0,3
deepseek,openai,standard,Planetarium - Covenant (1997),3.2,3.6,1
deepseek,llama,standard,Sleepy Time Gal - Bing Crosby (1953),2.4,3.6,1
deepseek,llama,standard,Heart of Stone - The Platters (1956),3.6,3.6,"[2, 5, 1]"
deepseek,deepseek,standard,Battles - In Flames (2016),4.4,3.8,3
deepseek,deepseek,standard,You Belong To Me - Rick Astley (2005),4.0,3.0,4
deepseek,llama,standard,Ale Ale - Capital Bra (2023),3.0,3.2,"[2, 5]"
deepseek,deepseek,standard,"My Life - Nat ""King"" Cole (1960)",3.4,3.0,4
deepseek,openai,standard,I Know - Vanilla Ninja (2005),4.6,4.0,4
deepseek,llama,standard,Coffee - Kelly Rowland (2020),4.8,3.4,2
deepseek,llama,standard,Yesterday When I Was Young - Charles Aznavour (1969),3.4,3.6,5
deepseek,llama,standard,Sea Song - Tears For Fears (1985),3.8,3.8,"[1, 4]"
deepseek,deepseek,standard,All I Need - Heather Nova (2003),4.2,3.8,5
deepseek,llama,standard,Ride It - Jay Sean (2007),3.8,3.2,1
deepseek,llama,standard,Heavens Rain - Uriah Heep (2008),4.4,3.4,2
deepseek,llama,standard,Breaking My Heart - Richard Marx (2022),4.0,3.6,3
deepseek,openai,standard,Blessed Assurance - Burl Ives (1950),3.4,4.2,2
deepseek,llama,standard,When You Give It Away - Bruce Cockburn (1999),3.4,3.6,3
deepseek,llama,standard,Fellow Hoodlums - Deacon Blue (1991),3.2,3.6,4
deepseek,llama,standard,Es geht mir gut - Westernhagen (1994),3.4,3.8,5
deepseek,llama,standard,From Small Things (Big Things One Day Come) - Bruce Springsteen (2003),3.4,2.8,1
deepseek,deepseek,standard,Fellow Hoodlums - Deacon Blue (1991),3.0,3.6,4
deepseek,openai,standard,'Til My Back Ain't Got No Bone - Tom Jones (2015),3.6,4.2,3
deepseek,deepseek,standard,"Turn, Turn, Turn - The Simon Sisters (1966)",3.0,3.6,3
deepseek,deepseek,standard,One Day Tomorrow - Edgar Winter (1975),4.4,2.8,5
deepseek,llama,standard,Into The Blue - Rooney (2010),2.6,3.0,3
deepseek,openai,standard,Sleepy Time Gal - Bing Crosby (1953),2.8,3.6,3
deepseek,openai,standard,Easy (Switch Screens) - Son Lux feat. Lorde (2014),3.0,3.6,4
deepseek,llama,standard,Circus Of Death - Project Pitchfork (1993),3.2,3.2,1
deepseek,deepseek,standard,Timeless - Drunken Tiger feat. BTS (2018),3.6,3.2,2
deepseek,llama,standard,It’s Alright - The Osmonds (1973),4.6,4.0,5
deepseek,llama,standard,Dick and Jane - Bobby Vinton (1974),3.4,3.2,3
deepseek,openai,standard,Arschgesicht - Udo Lindenberg (1996),3.2,3.6,3
deepseek,llama,standard,"Ich will – ich kann, I can – I will - Udo Jürgens (1986)",4.0,3.6,4
deepseek,deepseek,standard,Peggy's Kitchen Wall - Bruce Cockburn (1984),3.2,3.2,4
deepseek,llama,standard,Streets of Fear - Hawkwind (1981),4.8,4.0,"[2, 3, 4, 5]"
deepseek,llama,standard,Wait - Martin Jensen feat. Loote (2017),4.6,3.2,3
deepseek,deepseek,standard,Ship Of Fools - World Party (1987),4.4,4.2,3
deepseek,openai,standard,"Turn, Turn, Turn - The Simon Sisters (1966)",4.4,4.0,"[4, 5]"
deepseek,openai,standard,Wait - Martin Jensen feat. Loote (2017),4.0,4.0,1
deepseek,llama,standard,4:am Forever - Lostprophets (2006),3.4,3.2,1
deepseek,openai,standard,Sie - Manfred Mann (1964),2.4,3.6,3
deepseek,deepseek,standard,Ale Ale - Capital Bra (2023),3.2,3.0,5
deepseek,deepseek,standard,"Ich will – ich kann, I can – I will - Udo Jürgens (1986)",4.4,3.8,5
deepseek,deepseek,standard,Number One - Laid Back (2019),3.8,3.4,5
deepseek,llama,standard,I Had This Thing - Röyksopp feat. Jamie Irrepressible (2014),3.8,3.0,4
deepseek,deepseek,standard,Let's Get Together Soon - Dusty Springfield (1970),3.6,3.2,3
deepseek,openai,standard,Streets of Fear - Hawkwind (1981),3.2,3.8,4
deepseek,llama,standard,A Reason - Circ (2004),4.6,3.6,3
deepseek,deepseek,standard,"Get In, Fit In - Ciara (2007)",3.2,2.6,1
deepseek,openai,standard,Coffee - Kelly Rowland (2020),4.0,3.6,3
deepseek,openai,standard,Sea Song - Tears For Fears (1985),3.6,3.6,1
deepseek,deepseek,standard,Welcome to the Big Room - Neil Young (2015),3.4,3.2,4
deepseek,deepseek,standard,Do You Remember - Jay Sean feat. Sean Paul & Lil Jon (2009),2.8,3.0,4
deepseek,llama,standard,They Only Come Out At Night - Lordi (2006),3.8,3.8,"[1, 4]"
deepseek,llama,standard,Eye Of The Storm - Pseudo Echo (1989),4.6,3.2,5
deepseek,deepseek,standard,Breakout - Beverley Knight (2009),4.0,3.6,4
deepseek,openai,standard,All I Need - Heather Nova (2003),5.0,4.2,3
deepseek,openai,standard,Breaking My Heart - Richard Marx (2022),3.8,3.8,5
deepseek,openai,standard,Before You Leave - Kurt Nilsen (2004),4.2,3.8,5
deepseek,llama,standard,Sing to Me Mr. C - Perry Como (1962),3.2,3.4,1
deepseek,llama,standard,Timeless - Drunken Tiger feat. BTS (2018),4.2,3.6,5
deepseek,deepseek,standard,All That Meat and Potatoes - Louis Armstrong (1955),2.4,3.2,2
deepseek,deepseek,standard,"Stay (Far Away, So Close) - Gregorian (2012)",3.8,3.0,3
deepseek,deepseek,standard,Dick and Jane - Bobby Vinton (1974),5.0,3.8,"[1, 3, 4, 5]"
deepseek,deepseek,standard,Worth It All - Jay Sean (2013),4.6,3.8,5
deepseek,deepseek,standard,Du fehlst - Die Toten Hosen (2012),3.6,3.0,3
deepseek,openai,standard,Dance Only With Me - Perry Como (1958),2.8,3.8,3
deepseek,openai,standard,Hold Me - Brenda Lee (1961),2.8,3.8,2
deepseek,llama,standard,Drunk On Love - Basia (1994),4.0,3.6,5
openai,deepseek,standard,Peggy's Kitchen Wall - Bruce Cockburn (1984),2.0,3.0,5
openai,llama,standard,One More Time - Robin Schulz & Felix Jaehn feat. Alida (2021),2.0,2.8,2
openai,llama,standard,Worth It All - Jay Sean (2013),5.0,3.0,3
openai,openai,standard,Heavens Rain - Uriah Heep (2008),4.8,4.4,4
openai,llama,standard,Thank Me Now - Drake (2010),4.2,3.4,5
openai,llama,standard,A Reason - Circ (2004),5.0,4.0,2
openai,openai,standard,Hold Me - Brenda Lee (1961),4.2,2.6,3
openai,openai,standard,Easy (Switch Screens) - Son Lux feat. Lorde (2014),1.0,2.0,"Alle Interpretationen liegen gleichwertig (Halluzination‑Score 1, Tiefe‑Score 2)."
openai,openai,standard,They Only Come Out At Night - Lordi (2006),1.0,2.2,4
openai,deepseek,standard,I Know - Vanilla Ninja (2005),5.0,3.8,1
openai,llama,standard,Easy (Switch Screens) - Son Lux feat. Lorde (2014),1.0,2.0,2
openai,llama,standard,Ride It - Jay Sean (2007),3.0,3.0,3
openai,openai,standard,Dance Only With Me - Perry Como (1958),2.4,4.0,3
